Timestamp,num_ues,IMSI,RNTI,Unnamed: 4,slicing_enabled,slice_id,slice_prb,power_multiplier,scheduling_policy,Unnamed: 10,dl_mcs,dl_n_samples,dl_buffer [bytes],tx_brate downlink [Mbps],tx_pkts downlink,tx_errors downlink (%),dl_cqi,Unnamed: 18,ul_mcs,ul_n_samples,ul_buffer [bytes],rx_brate uplink [Mbps],rx_pkts uplink,rx_errors uplink (%),ul_rssi,ul_sinr,phr,Unnamed: 28,sum_requested_prbs,sum_granted_prbs,Unnamed: 31,dl_pmi,dl_ri,ul_n,ul_turbo_iters
1617070534226,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,5.4,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070534476,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,7.0,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070534726,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,6.0,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070534976,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,5.25,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070535225,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,5.6,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070535476,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,7.8,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070535726,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,5.66667,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070535976,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,6.4,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070536226,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,6.25,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070536476,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,3.75,,15.0,4,0,0.1,1,0.0,0,28.0552,31,,0,0,,0,0,0,1.0
1617070536726,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,4.83333,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070536976,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,4.85714,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070537225,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,7.16667,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070537476,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,6.0,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070537725,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,7.0,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070537976,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,6.0,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070538226,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,5.16667,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070538476,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,7.66667,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070538726,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,4.4,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070538976,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,5.4,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070539226,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,6.0,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070539476,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,5.0,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070539726,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,6.8,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070539976,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,6.2,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070540226,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,9.4,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070540476,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,7.2,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070540726,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,6.75,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070540975,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,7.0,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070541226,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,6.25,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070541476,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,7.0,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070541725,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,5.66667,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070541976,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,7.16667,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070542226,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,6.25,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070542476,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,8.8,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070542726,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,6.4,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070542976,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,6.4,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070543226,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,5.5,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070543475,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,9.0,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070543726,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,7.0,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070543975,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,6.2,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070544225,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,6.6,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070544476,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,6.6,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070544726,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,6.0,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070544976,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,6.0,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070545226,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,6.0,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070545476,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,7.66667,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070545726,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,7.75,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070545976,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,6.66667,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070546226,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,7.33333,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070546475,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,7.0,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070546726,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,6.2,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070546976,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,7.6,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070547226,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,5.75,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070547475,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,5.5,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070547726,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,8.0,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070547975,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,6.0,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070548226,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,5.5,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070548476,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,4.5,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070548726,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,5.6,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070548976,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,6.42857,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070549226,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,7.0,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070549476,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,7.0,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070549726,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,7.8,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070549976,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,10.5,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070550225,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,7.0,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070550476,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,7.4,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070550726,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,8.0,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070550975,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,7.28571,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070551226,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,7.0,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070551476,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,7.0,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070551726,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,6.25,,0.0,3,0,0.1,1,0.0,0,0.0,31,,0,0,,0,0,0,0.0
1617070551976,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,7.71429,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070552226,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,8.4,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070552476,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,7.0,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070552725,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,7.4,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070552976,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,8.8,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070553226,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,6.33333,,0.0,3,0,0.1,1,0.0,0,0.0,31,,0,0,,0,0,0,0.0
1617070553476,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,8.5,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070553726,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,6.8,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070553976,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,5.6,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070554226,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,8.0,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070554475,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,4.25,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070554726,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,5.75,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070554975,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,6.33333,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070555226,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,4.5,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070555476,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,7.8,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070555725,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,8.16667,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070555976,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,7.0,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070556226,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,6.0,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070556476,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,8.0,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070556726,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,6.66667,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070556976,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,4.66667,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070557225,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,8.0,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070557476,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,7.0,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070557726,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,5.8,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070557976,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,5.5,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070558226,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,6.6,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070558476,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,7.0,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070558725,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,9.5,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070558976,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,6.57143,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070559225,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,7.5,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070559475,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,7.0,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070559726,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,7.5,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070559976,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,7.0,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070560225,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,6.0,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070560475,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,7.0,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070560726,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,7.2,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070560976,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,5.0,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070561225,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,8.25,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070561475,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,8.0,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070561725,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,5.25,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070561976,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,6.0,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070562226,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,7.5,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070562476,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,7.0,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070562726,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,7.0,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070562976,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,7.0,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070563225,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,7.0,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070563475,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,6.0,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070563726,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,6.0,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070563975,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,6.83333,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070564226,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,6.25,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070564476,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,7.25,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070564725,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,6.33333,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070564976,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,6.5,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070565226,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,6.25,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070565476,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,5.0,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070565726,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,7.0,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070565976,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,7.4,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070566226,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,7.0,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070566476,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,7.8,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070566726,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,7.0,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070566976,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,7.0,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070567226,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,6.0,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070567476,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,7.2,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070567726,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,7.66667,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
1617070567976,6,1010123456002,82,,1,2,5,1,0,,0.0,0,0,0.0,0,0,5.6,,0.0,0,0,0.0,0,0.0,0,0.0,0,,0,0,,0,0,0,0.0
